temperature,lcoh
600.0,3.5
604.040404040404,3.495959595959596
608.0808080808081,3.491919191919192
612.1212121212121,3.487878787878788
616.1616161616162,3.4838383838383837
620.2020202020202,3.4797979797979797
624.2424242424242,3.4757575757575756
628.2828282828283,3.4717171717171715
632.3232323232323,3.4676767676767675
636.3636363636364,3.463636363636364
640.4040404040404,3.45959595959596
644.4444444444445,3.4555555555555557
648.4848484848485,3.4515151515151516
652.5252525252525,3.4474747474747476
656.5656565656566,3.4434343434343435
660.6060606060606,3.4393939393939394
664.6464646464647,3.4353535353535354
668.6868686868687,3.4313131313131313
672.7272727272727,3.4272727272727272
676.7676767676768,3.423232323232323
680.8080808080808,3.419191919191919
684.8484848484849,3.415151515151515
688.8888888888889,3.411111111111111
692.929292929293,3.407070707070707
696.969696969697,3.403030303030303
701.010101010101,3.398989898989899
705.0505050505051,3.3949494949494947
709.0909090909091,3.3909090909090907
713.1313131313132,3.386868686868687
717.1717171717172,3.382828282828283
721.2121212121212,3.378787878787879
725.2525252525253,3.374747474747475
729.2929292929293,3.3707070707070708
733.3333333333334,3.3666666666666667
737.3737373737374,3.3626262626262626
741.4141414141415,3.3585858585858586
745.4545454545455,3.3545454545454545
749.4949494949495,3.3505050505050504
753.5353535353536,3.3464646464646464
757.5757575757576,3.3424242424242423
761.6161616161617,3.3383838383838382
765.6565656565657,3.334343434343434
769.6969696969697,3.33030303030303
773.7373737373738,3.326262626262626
777.7777777777778,3.322222222222222
781.8181818181819,3.3181818181818183
785.8585858585859,3.3141414141414143
789.89898989899,3.31010101010101
793.939393939394,3.306060606060606
797.9797979797979,3.302020202020202
802.0202020202021,3.297979797979798
806.060606060606,3.293939393939394
810.1010101010102,3.28989898989899
814.1414141414141,3.285858585858586
818.1818181818182,3.2818181818181817
822.2222222222222,3.2777777777777777
826.2626262626263,3.2737373737373736
830.3030303030303,3.2696969696969695
834.3434343434344,3.2656565656565655
838.3838383838383,3.261616161616162
842.4242424242425,3.2575757575757573
846.4646464646464,3.2535353535353537
850.5050505050506,3.2494949494949497
854.5454545454545,3.2454545454545456
858.5858585858587,3.2414141414141415
862.6262626262626,3.2373737373737375
866.6666666666667,3.2333333333333334
870.7070707070707,3.2292929292929293
874.7474747474748,3.2252525252525253
878.7878787878788,3.221212121212121
882.8282828282829,3.217171717171717
886.8686868686868,3.213131313131313
890.909090909091,3.209090909090909
894.9494949494949,3.205050505050505
898.9898989898991,3.201010101010101
903.030303030303,3.1969696969696972
907.0707070707072,3.1929292929292927
911.1111111111111,3.188888888888889
915.1515151515152,3.1848484848484846
919.1919191919192,3.180808080808081
923.2323232323233,3.1767676767676765
927.2727272727273,3.172727272727273
931.3131313131314,3.1686868686868688
935.3535353535353,3.1646464646464647
939.3939393939395,3.1606060606060606
943.4343434343434,3.1565656565656566
947.4747474747476,3.1525252525252525
951.5151515151515,3.1484848484848484
955.5555555555557,3.1444444444444444
959.5959595959596,3.1404040404040403
963.6363636363637,3.1363636363636362
967.6767676767677,3.132323232323232
971.7171717171718,3.128282828282828
975.7575757575758,3.124242424242424
979.7979797979799,3.12020202020202
983.8383838383838,3.116161616161616
987.8787878787879,3.1121212121212123
991.9191919191919,3.108080808080808
995.959595959596,3.104040404040404
1000.0,3.1
