temp,h2_production
600.0,1.8246525
604.040404040404,1.8379157
608.0808080808081,1.8514657
612.1212121212121,1.865294
616.1616161616162,1.8793909
620.2020202020202,1.893746
624.2424242424242,1.9083479
628.2828282828283,1.9231842
632.3232323232323,1.9382415
636.3636363636364,1.9535053
640.4040404040404,1.9689603
644.4444444444445,1.9845904
648.4848484848485,2.0003782
652.5252525252525,2.0163056
656.5656565656566,2.0323536
660.6060606060606,2.0485023
664.6464646464647,2.064731
668.6868686868687,2.0810182
672.7272727272727,2.0973415
676.7676767676768,2.113678
680.8080808080808,2.130004
684.8484848484849,2.1462953
688.8888888888889,2.1625269
692.929292929293,2.1786736
696.969696969697,2.1947096
701.010101010101,2.2106088
705.0505050505051,2.2263446
709.0909090909091,2.2418904
713.1313131313132,2.2572194
717.1717171717172,2.2723045
721.2121212121212,2.2871188
725.2525252525253,2.3016355
729.2929292929293,2.3158277
733.3333333333334,2.329669
737.3737373737374,2.3431333
741.4141414141415,2.3561945
745.4545454545455,2.3688275
749.4949494949495,2.3810075
753.5353535353536,2.3927102
757.5757575757576,2.4039124
761.6161616161617,2.4145913
765.6565656565657,2.4247251
769.6969696969697,2.4342932
773.7373737373738,2.4432756
777.7777777777778,2.4516536
781.8181818181819,2.4594097
785.8585858585859,2.4665275
789.89898989899,2.4729918
793.939393939394,2.478789
797.9797979797979,2.4839067
802.0202020202021,2.4883337
806.060606060606,2.4920606
810.1010101010102,2.4950793
814.1414141414141,2.4973832
818.1818181818182,2.4989675
822.2222222222222,2.4998285
826.2626262626263,2.4999646
830.3030303030303,2.4993753
834.3434343434344,2.4980619
838.3838383838383,2.4960273
842.4242424242425,2.4932759
846.4646464646464,2.4898138
850.5050505050506,2.4856483
854.5454545454545,2.4807884
858.5858585858587,2.4752447
862.6262626262626,2.4690289
866.6666666666667,2.4621545
870.7070707070707,2.4546359
874.7474747474748,2.4464891
878.7878787878788,2.4377312
882.8282828282829,2.4283805
886.8686868686868,2.4184565
890.909090909091,2.4079795
894.9494949494949,2.3969709
898.9898989898991,2.3854532
903.030303030303,2.3734494
907.0707070707072,2.3609834
911.1111111111111,2.3480798
915.1515151515152,2.3347637
919.1919191919192,2.3210608
923.2323232323233,2.306997
927.2727272727273,2.2925989
931.3131313131314,2.277893
935.3535353535353,2.2629063
939.3939393939395,2.2476656
943.4343434343434,2.232198
947.4747474747476,2.2165303
951.5151515151515,2.2006893
955.5555555555557,2.1847015
959.5959595959596,2.1685933
963.6363636363637,2.1523905
967.6767676767677,2.1361186
971.7171717171718,2.1198028
975.7575757575758,2.1034674
979.7979797979799,2.0871364
983.8383838383838,2.0708331
987.8787878787879,2.0545799
991.9191919191919,2.0383987
995.959595959596,2.0223105
1000.0,2.0063356
