pressure,lcoh
5.0,3.1
5.202020202020202,3.104040404040404
5.404040404040404,3.108080808080808
5.606060606060606,3.1121212121212123
5.808080808080808,3.1161616161616164
6.01010101010101,3.1202020202020204
6.212121212121212,3.124242424242424
6.414141414141414,3.128282828282828
6.616161616161616,3.132323232323232
6.818181818181818,3.1363636363636362
7.020202020202021,3.1404040404040403
7.222222222222222,3.1444444444444444
7.424242424242424,3.1484848484848484
7.626262626262626,3.1525252525252525
7.828282828282829,3.1565656565656566
8.030303030303031,3.1606060606060606
8.232323232323232,3.1646464646464647
8.434343434343434,3.1686868686868688
8.636363636363637,3.172727272727273
8.838383838383837,3.176767676767677
9.040404040404042,3.180808080808081
9.242424242424242,3.184848484848485
9.444444444444445,3.188888888888889
9.646464646464647,3.1929292929292927
9.848484848484848,3.196969696969697
10.05050505050505,3.201010101010101
10.252525252525253,3.205050505050505
10.454545454545453,3.209090909090909
10.656565656565657,3.213131313131313
10.858585858585858,3.217171717171717
11.06060606060606,3.221212121212121
11.262626262626263,3.2252525252525253
11.464646464646464,3.2292929292929293
11.666666666666668,3.2333333333333334
11.868686868686869,3.2373737373737375
12.070707070707071,3.2414141414141415
12.272727272727273,3.2454545454545456
12.474747474747474,3.2494949494949497
12.676767676767676,3.2535353535353537
12.878787878787879,3.257575757575758
13.080808080808081,3.2616161616161614
13.282828282828282,3.2656565656565655
13.484848484848484,3.2696969696969695
13.686868686868687,3.2737373737373736
13.88888888888889,3.2777777777777777
14.09090909090909,3.2818181818181817
14.292929292929292,3.285858585858586
14.494949494949495,3.28989898989899
14.696969696969697,3.293939393939394
14.8989898989899,3.297979797979798
15.1010101010101,3.302020202020202
15.303030303030303,3.306060606060606
15.505050505050505,3.31010101010101
15.707070707070708,3.3141414141414143
15.909090909090908,3.3181818181818183
16.11111111111111,3.3222222222222224
16.313131313131315,3.3262626262626265
16.515151515151516,3.33030303030303
16.717171717171716,3.334343434343434
16.919191919191917,3.3383838383838382
17.12121212121212,3.3424242424242423
17.323232323232325,3.3464646464646464
17.525252525252526,3.3505050505050504
17.727272727272727,3.3545454545454545
17.929292929292927,3.3585858585858586
18.13131313131313,3.3626262626262626
18.333333333333336,3.3666666666666667
18.535353535353536,3.3707070707070708
18.737373737373737,3.374747474747475
18.939393939393938,3.378787878787879
19.141414141414142,3.382828282828283
19.343434343434343,3.386868686868687
19.545454545454547,3.390909090909091
19.747474747474747,3.394949494949495
19.949494949494948,3.398989898989899
20.15151515151515,3.403030303030303
20.353535353535353,3.407070707070707
20.555555555555557,3.411111111111111
20.757575757575758,3.415151515151515
20.95959595959596,3.419191919191919
21.161616161616163,3.423232323232323
21.363636363636363,3.4272727272727272
21.565656565656564,3.4313131313131313
21.767676767676768,3.4353535353535354
21.96969696969697,3.4393939393939394
22.171717171717173,3.4434343434343435
22.373737373737374,3.4474747474747476
22.575757575757574,3.4515151515151516
22.77777777777778,3.4555555555555557
22.97979797979798,3.45959595959596
23.18181818181818,3.463636363636364
23.383838383838384,3.4676767676767675
23.585858585858585,3.4717171717171715
23.78787878787879,3.4757575757575756
23.98989898989899,3.4797979797979797
24.19191919191919,3.4838383838383837
24.393939393939394,3.487878787878788
24.595959595959595,3.491919191919192
24.7979797979798,3.495959595959596
25.0,3.5
