temp,press,h2_production
600.0,5.0,2.0565967
600.0,6.052631578947368,2.0916743
600.0,7.105263157894736,2.1240185
600.0,8.157894736842106,2.1540856
600.0,9.210526315789473,2.1822265
600.0,10.263157894736842,2.2087169
600.0,11.31578947368421,2.2337769
600.0,12.368421052631579,2.2575856
600.0,13.421052631578947,2.2802905
600.0,14.473684210526315,2.302014
600.0,15.526315789473683,2.3228598
600.0,16.57894736842105,2.3429155
600.0,17.63157894736842,2.3622566
600.0,18.684210526315788,2.3809479
600.0,19.736842105263158,2.399046
600.0,20.789473684210527,2.4166005
600.0,21.842105263157894,2.4336548
600.0,22.894736842105264,2.4502472
600.0,23.94736842105263,2.4664123
600.0,25.0,2.4821803
621.0526315789474,5.0,2.1295863
621.0526315789474,6.052631578947368,2.1648412
621.0526315789474,7.105263157894736,2.1973626
621.0526315789474,8.157894736842106,2.2276071
621.0526315789474,9.210526315789473,2.2559253
621.0526315789474,10.263157894736842,2.2825929
621.0526315789474,11.31578947368421,2.3078302
621.0526315789474,12.368421052631579,2.3318162
621.0526315789474,13.421052631578947,2.3546983
621.0526315789474,14.473684210526315,2.3765992
621.0526315789474,15.526315789473683,2.3976223
621.0526315789474,16.57894736842105,2.4178553
621.0526315789474,17.63157894736842,2.4373736
621.0526315789474,18.684210526315788,2.4562422
621.0526315789474,19.736842105263158,2.4745176
621.0526315789474,20.789473684210527,2.4922494
621.0526315789474,21.842105263157894,2.509481
621.0526315789474,22.894736842105264,2.5262507
621.0526315789474,23.94736842105263,2.542593
621.0526315789474,25.0,2.5585383
642.1052631578948,5.0,2.2091495
642.1052631578948,6.052631578947368,2.2445817
642.1052631578948,7.105263157894736,2.2772804
642.1052631578948,8.157894736842106,2.3077021
642.1052631578948,9.210526315789473,2.3361976
642.1052631578948,10.263157894736842,2.3630425
642.1052631578948,11.31578947368421,2.3884571
642.1052631578948,12.368421052631579,2.4126204
642.1052631578948,13.421052631578947,2.4356798
642.1052631578948,14.473684210526315,2.4577579
642.1052631578948,15.526315789473683,2.4789583
642.1052631578948,16.57894736842105,2.4993686
642.1052631578948,17.63157894736842,2.5190642
642.1052631578948,18.684210526315788,2.5381101
642.1052631578948,19.736842105263158,2.5565628
642.1052631578948,20.789473684210527,2.5744718
642.1052631578948,21.842105263157894,2.5918807
642.1052631578948,22.894736842105264,2.6088277
642.1052631578948,23.94736842105263,2.6253474
642.1052631578948,25.0,2.64147
663.1578947368421,5.0,2.2932146
663.1578947368421,6.052631578947368,2.3288241
663.1578947368421,7.105263157894736,2.3617001
663.1578947368421,8.157894736842106,2.3922991
663.1578947368421,9.210526315789473,2.4209719
663.1578947368421,10.263157894736842,2.4479941
663.1578947368421,11.31578947368421,2.4735859
663.1578947368421,12.368421052631579,2.4979265
663.1578947368421,13.421052631578947,2.5211632
663.1578947368421,14.473684210526315,2.5434186
663.1578947368421,15.526315789473683,2.5647963
663.1578947368421,16.57894736842105,2.5853839
663.1578947368421,17.63157894736842,2.6052568
663.1578947368421,18.684210526315788,2.62448
663.1578947368421,19.736842105263158,2.6431099
663.1578947368421,20.789473684210527,2.6611962
663.1578947368421,21.842105263157894,2.6787824
663.1578947368421,22.894736842105264,2.6959067
663.1578947368421,23.94736842105263,2.7126036
663.1578947368421,25.0,2.7289035
684.2105263157895,5.0,2.3790389
684.2105263157895,6.052631578947368,2.4148257
684.2105263157895,7.105263157894736,2.447879
684.2105263157895,8.157894736842106,2.4786552
684.2105263157895,9.210526315789473,2.5075053
684.2105263157895,10.263157894736842,2.5347048
684.2105263157895,11.31578947368421,2.560474
684.2105263157895,12.368421052631579,2.5849918
684.2105263157895,13.421052631578947,2.6084058
684.2105263157895,14.473684210526315,2.6308385
684.2105263157895,15.526315789473683,2.6523934
684.2105263157895,16.57894736842105,2.6731583
