electricity_price,opex,lcoh
0.05,125000.0,2.5
0.05252525252525253,126262.62626262626,2.525252525252525
0.05505050505050505,127525.25252525252,2.5505050505050506
0.05757575757575758,128787.87878787878,2.5757575757575757
0.060101010101010106,130050.50505050505,2.601010101010101
0.06262626262626263,131313.1313131313,2.6262626262626263
0.06515151515151515,132575.75757575757,2.6515151515151514
0.06767676767676768,133838.38383838383,2.676767676767677
0.07020202020202021,135101.0101010101,2.702020202020202
0.07272727272727272,136363.63636363635,2.7272727272727275
0.07525252525252527,137626.2626262626,2.7525252525252526
0.07777777777777778,138888.88888888888,2.7777777777777777
0.0803030303030303,140151.51515151514,2.803030303030303
0.08282828282828283,141414.14141414143,2.8282828282828283
0.08535353535353536,142676.7676767677,2.853535353535354
0.08787878787878789,143939.39393939395,2.878787878787879
0.0904040404040404,145202.0202020202,2.904040404040404
0.09292929292929294,146464.64646464647,2.9292929292929295
0.09545454545454546,147727.27272727274,2.9545454545454546
0.09797979797979799,148989.898989899,2.97979797979798
0.10050505050505051,150252.52525252526,3.005050505050505
0.10303030303030303,151515.15151515152,3.0303030303030303
0.10555555555555557,152777.77777777778,3.055555555555556
0.10808080808080808,154040.40404040404,3.080808080808081
0.11060606060606061,155303.0303030303,3.1060606060606064
0.11313131313131314,156565.65656565657,3.1313131313131315
0.11565656565656567,157828.28282828283,3.1565656565656566
0.1181818181818182,159090.9090909091,3.1818181818181817
0.12070707070707072,160353.53535353535,3.207070707070707
0.12323232323232323,161616.1616161616,3.2323232323232323
0.12575757575757576,162878.78787878787,3.257575757575758
0.12828282828282828,164141.41414141413,3.282828282828283
0.13080808080808082,165404.04040404042,3.308080808080808
0.13333333333333336,166666.6666666667,3.3333333333333335
0.13585858585858587,167929.29292929295,3.358585858585859
0.1383838383838384,169191.9191919192,3.383838383838384
0.14090909090909093,170454.54545454547,3.409090909090909
0.14343434343434344,171717.17171717173,3.4343434343434343
0.14595959595959596,172979.797979798,3.4595959595959593
0.1484848484848485,174242.42424242425,3.484848484848485
0.15101010101010104,175505.05050505052,3.5101010101010104
0.15353535353535355,176767.67676767678,3.5353535353535355
0.15606060606060607,178030.30303030304,3.5606060606060606
0.1585858585858586,179292.9292929293,3.585858585858586
0.16111111111111112,180555.55555555556,3.611111111111111
0.16363636363636364,181818.18181818182,3.6363636363636362
0.16616161616161618,183080.80808080808,3.6616161616161618
0.16868686868686872,184343.43434343435,3.6868686868686873
0.1712121212121212,185606.0606060606,3.712121212121212
0.17373737373737375,186868.68686868687,3.7373737373737375
0.1762626262626263,188131.31313131313,3.762626262626263
0.17878787878787883,189393.93939393942,3.787878787878788
0.18131313131313131,190656.56565656565,3.813131313131313
0.18383838383838386,191919.19191919192,3.8383838383838387
0.1863636363636364,193181.8181818182,3.863636363636364
0.18888888888888888,194444.44444444444,3.888888888888889
0.19141414141414143,195707.0707070707,3.9141414141414144
0.19393939393939397,196969.696969697,3.9393939393939394
0.19646464646464645,198232.32323232322,3.9646464646464645
0.198989898989899,199494.94949494948,3.98989898989899
0.20151515151515154,200757.57575757577,4.015151515151516
0.20404040404040408,202020.20202020204,4.040404040404041
0.20656565656565656,203282.82828282827,4.065656565656566
0.2090909090909091,204545.45454545456,4.090909090909091
0.21161616161616165,205808.08080808082,4.116161616161616
0.21414141414141413,207070.70707070705,4.141414141414142
0.21666666666666667,208333.33333333334,4.166666666666667
0.21919191919191922,209595.9595959596,4.191919191919192
0.22171717171717176,210858.5858585859,4.217171717171718
0.22424242424242424,212121.21212121213,4.242424242424242
0.22676767676767678,213383.8383838384,4.267676767676768
0.22929292929292933,214646.46464646468,4.292929292929293
0.2318181818181818,215909.0909090909,4.318181818181818
0.23434343434343435,217171.71717171717,4.343434343434343
0.2368686868686869,218434.34343434346,4.3686868686868685
0.23939393939393944,219696.96969696973,4.3939393939393945
0.24191919191919192,220959.59595959596,4.419191919191919
0.24444444444444446,222222.22222222225,4.444444444444445
0.246969696969697,223484.8484848485,4.469696969696971
0.2494949494949495,224747.47474747474,4.494949494949495
0.25202020202020203,226010.10101010103,4.520202020202021
0.2545454545454546,227272.7272727273,4.545454545454546
0.2570707070707071,228535.35353535356,4.570707070707071
0.2595959595959596,229797.97979797982,4.595959595959596
0.26212121212121214,231060.60606060608,4.621212121212121
0.2646464646464647,232323.23232323234,4.646464646464647
0.26717171717171717,233585.85858585857,4.671717171717171
0.2696969696969697,234848.48484848486,4.696969696969697
0.27222222222222225,236111.11111111112,4.722222222222222
0.2747474747474748,237373.7373737374,4.747474747474747
0.2772727272727273,238636.36363636365,4.772727272727273
0.2797979797979798,239898.9898989899,4.7979797979797985
0.28232323232323236,241161.61616161617,4.8232323232323235
0.28484848484848485,242424.24242424243,4.848484848484849
0.2873737373737374,243686.8686868687,4.873737373737374
0.28989898989898993,244949.49494949495,4.8989898989899
0.2924242424242424,246212.12121212122,4.924242424242424
0.29494949494949496,247474.74747474748,4.94949494949495
0.2974747474747475,248737.37373737374,4.974747474747475
0.3,250000.0,5.0
